P,hairdryer,kettle,vacuum,lamp,fan
1455.0220799999997,0,0,0,1,1
1454.65344,0,0,0,1,1
1453.9161599999998,0,0,0,1,1
1452.07296,0,0,0,1,1
1453.17888,0,0,0,1,1
1450.5983999999999,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,0,0,1,1
1450.2297599999997,0,1,0,1,1
1450.2297599999997,0,1,0,1,1
1450.2297599999997,0,1,0,1,1
1450.2297599999997,0,1,0,1,1
1450.2297599999997,0,1,0,1,1
1450.2297599999997,0,1,0,1,1
1450.96704,0,1,0,1,1
1452.8102399999998,0,1,0,1,1
1453.17888,0,1,0,1,1
1452.4415999999999,0,1,0,1,1
1452.07296,0,1,0,1,1
1452.07296,0,1,0,1,1
1451.7043199999998,0,1,0,1,1
1451.7043199999998,0,1,0,1,1
2027.52,0,1,0,1,1
2999.25504,0,1,0,1,1
3251.03616,0,1,0,1,1
3296.0102399999996,0,1,0,1,1
3295.2729600000002,0,1,0,1,1
3295.6416,0,1,0,1,1
3292.32384,0,1,0,1,1
3290.112,0,1,0,1,1
3288.6374399999995,0,1,0,1,1
3286.4255999999996,0,1,0,1,1
3284.95104,0,1,0,1,1
3284.2137599999996,0,1,0,1,1
3282.7392,0,1,0,1,1
3283.47648,0,1,0,1,1
3282.7392,0,1,0,1,1
3282.37056,0,1,0,1,1
3279.7900799999998,0,1,0,1,1
3274.62912,0,1,0,1,1
3279.7900799999998,0,1,0,1,1
3279.42144,0,1,0,1,1
3279.42144,0,1,0,1,1
3277.94688,0,1,0,1,1
3277.2095999999997,0,1,0,1,1
3276.47232,0,1,0,1,1
3275.73504,0,1,0,1,1
3275.73504,0,1,0,1,1
3274.99776,0,1,0,1,1
3274.62912,0,1,0,1,1
3274.62912,0,1,0,1,1
3274.62912,0,1,0,1,1
3274.62912,0,1,0,1,1
3272.78592,0,1,0,1,1
3272.4172799999997,0,1,0,1,1
3267.62496,0,1,0,1,1
3271.68,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,0,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3267.9936,0,1,1,1,1
3269.0995199999998,0,1,1,1,1
3269.0995199999998,0,1,1,1,1
3269.4681600000004,0,1,1,1,1
3269.8368,0,1,1,1,1
3337.66656,0,1,1,1,1
3513.1391999999996,0,1,1,1,1
3473.69472,0,1,1,1,1
3440.14848,0,1,1,1,1
3427.61472,0,1,1,1,1
3423.1910399999997,0,1,1,1,1
3422.0851199999997,0,1,1,1,1
3421.71648,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.71648,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.34784,0,1,1,1,1
3420.61056,0,1,1,1,1
3421.34784,0,1,1,1,1
3420.24192,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.34784,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.71648,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.71648,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.34784,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.71648,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.71648,0,1,1,1,1
3421.34784,0,1,1,1,1
3421.71648,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.71648,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3421.34784,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3420.9791999999998,0,1,1,1,1
3411.0259199999996,0,1,1,1,0
3411.0259199999996,0,1,1,1,0
3410.2886399999998,0,1,1,1,0
3409.9199999999996,0,1,1,1,0
3409.9199999999996,0,1,1,1,0
3409.55136,0,1,1,1,0
3412.13184,0,1,1,1,0
3418.3987199999997,0,1,1,1,0
3416.9241599999996,0,1,1,1,0
3418.3987199999997,0,1,1,1,0
3416.55552,0,1,1,1,0
3416.9241599999996,0,1,1,1,0
3418.76736,0,1,1,1,0
3417.2927999999997,0,1,1,1,0
3419.5046399999997,0,1,1,1,0
3419.1359999999995,0,1,1,1,0
3418.3987199999997,0,1,1,1,0
3416.9241599999996,0,1,1,1,0
3418.0300799999995,0,1,1,1,0
3416.55552,0,1,1,1,0
3418.76736,0,1,1,1,0
3416.55552,0,1,1,1,0
3418.76736,0,1,1,1,0
3416.9241599999996,0,1,1,1,0
3419.5046399999997,0,1,1,1,0
3419.1359999999995,0,1,1,1,0
3418.3987199999997,0,1,1,1,0
3298.2220799999996,0,1,1,1,0
3022.848,0,1,1,1,0
2836.31616,0,1,1,1,0
2733.09696,0,1,1,1,0
2677.8009599999996,0,1,1,1,0
2649.04704,0,1,1,1,0
2634.3014399999997,0,1,1,1,0
2625.8227199999997,0,1,1,1,0
2622.1363199999996,0,1,1,1,0
2619.9244799999997,0,1,1,1,0
2619.1872,0,1,1,1,0
2618.8185599999997,0,1,1,1,0
2618.4499199999996,0,1,1,1,0
2618.4499199999996,0,1,1,1,0
2618.4499199999996,0,1,1,1,0
2617.7126399999997,0,1,1,1,0
2617.7126399999997,0,1,1,1,0
2617.7126399999997,0,1,1,1,0
2618.8185599999997,0,1,1,1,0
2618.4499199999996,0,1,1,1,0
2618.08128,0,1,1,1,0
2618.08128,0,1,1,1,0
2617.7126399999997,0,1,1,1,0
2617.7126399999997,0,1,1,1,0
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2618.08128,0,1,1,1,1
2619.5558399999995,0,1,1,1,1
2619.5558399999995,0,1,1,1,1
2618.8185599999997,0,1,1,1,1
2618.8185599999997,0,1,1,1,1
2618.4499199999996,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2618.08128,0,1,1,1,1
2617.7126399999997,0,1,1,1,1
2618.4499199999996,0,1,1,1,1
2780.2828799999997,0,1,1,1,1
3218.9644799999996,0,1,1,1,1
3362.3654399999996,0,1,1,1,1
3403.65312,0,1,1,1,1
3412.5004799999997,0,1,1,1,1
3415.4496,0,1,1,1,1
3416.55552,0,1,1,1,1
3416.9241599999996,0,1,1,1,1
3416.55552,0,1,1,1,1
3416.55552,0,1,1,1,1
3416.1868799999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3416.1868799999997,0,1,1,1,1
3418.76736,0,1,1,1,1
3416.9241599999996,0,1,1,1,1
3418.76736,0,1,1,1,1
3417.2927999999997,0,1,1,1,1
3419.1359999999995,0,1,1,1,1
3417.2927999999997,0,1,1,1,1
3419.1359999999995,0,1,1,1,1
3417.66144,0,1,1,1,1
3419.5046399999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3420.2419199999995,0,1,1,1,1
3418.0300799999995,0,1,1,1,1
3420.2419199999995,0,1,1,1,1
3417.66144,0,1,1,1,1
3419.87328,0,1,1,1,1
3418.0300799999995,0,1,1,1,1
3420.2419199999995,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3420.2419199999995,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3418.3987199999997,0,1,1,1,1
3427.9833599999997,0,1,0,1,1
3428.72064,0,1,0,1,1
3425.77152,0,1,0,1,1
3421.7164799999996,0,1,0,1,1
3419.8732800000002,0,1,0,1,1
3427.9833599999997,0,1,0,1,1
3428.72064,0,1,0,1,1
3425.77152,0,1,0,1,1
3421.7164799999996,0,1,0,1,1
3419.8732800000002,0,1,0,1,1
3419.5046399999997,0,1,0,1,1
3418.76736,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3418.76736,0,1,0,1,1
3418.03008,0,1,0,1,1
3418.76736,0,1,0,1,1
3418.03008,0,1,0,1,1
3418.76736,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3418.76736,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3418.3987199999997,0,1,0,1,1
3405.12768,0,1,0,1,1
3353.1494399999997,0,1,0,1,1
3312.5990399999996,0,1,0,1,1
3290.48064,0,1,0,1,1
3278.3155199999997,0,1,0,1,1
3272.41728,0,1,0,1,1
3269.09952,0,1,0,1,1
3267.6249599999996,0,1,0,1,1
3266.5190399999997,0,1,0,1,1
3266.1504,0,1,0,1,1
3266.1504,0,1,0,1,1
3266.1504,0,1,0,1,1
3266.1504,0,1,0,1,1
3265.78176,0,1,0,1,1
3266.5190399999997,0,1,0,1,1
3266.1504,0,1,0,1,1
3266.1504,0,1,0,1,1
3266.5190399999997,0,1,0,1,1
3266.1504,0,1,0,1,1
3265.78176,0,1,0,1,1
3266.1504,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3265.4131199999997,0,1,0,1,1
3259.88352,0,1,0,1,0
3259.88352,0,1,0,1,0
3259.14624,0,1,0,1,0
3258.7776,0,1,0,1,0
3258.7776,0,1,0,1,0
3259.14624,0,1,0,1,0
3260.98944,0,1,0,1,0
3267.9936,0,1,0,1,0
3266.5190399999997,0,1,0,1,0
3268.36224,0,1,0,1,0
3266.5190399999997,0,1,0,1,0
3267.6249599999996,0,1,0,1,0
3265.4131199999997,0,1,0,1,0
3267.2563199999995,0,1,0,1,0
3265.0444799999996,0,1,0,1,0
3267.2563199999995,0,1,0,1,0
3265.0444799999996,0,1,0,1,0
3267.2563199999995,0,1,0,1,0
3265.4131199999997,0,1,0,1,0
3266.5190399999997,0,1,0,1,0
3265.0444799999996,0,1,0,1,0
3267.2563199999995,0,1,0,1,0
3265.4131199999997,0,1,0,1,0
3266.88768,0,1,0,1,0
3265.4131199999997,0,1,0,1,0
3267.6249599999996,0,1,0,1,0
3265.78176,0,1,0,1,0
3267.6249599999996,0,1,0,1,0
3260.25216,0,1,0,1,0
3073.3516799999998,0,1,0,1,0
2810.5113599999995,0,1,0,1,0
2649.7843199999998,0,1,0,1,0
2561.6793599999996,0,1,0,1,0
2515.5993599999997,0,1,0,1,0
2491.26912,0,1,0,1,0
2478.36672,0,1,0,1,0
2471.7311999999997,0,1,0,1,0
2468.41344,0,1,0,1,0
2466.9388799999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.4643199999996,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.4643199999996,0,1,0,1,0
2465.09568,0,1,0,1,0
2464.7270399999998,0,1,0,1,0
2464.7270399999998,0,1,0,1,0
2464.7270399999998,0,1,0,1,0
2465.4643199999996,0,1,0,1,0
2465.09568,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
2465.8329599999997,0,1,0,1,0
